CarTitle,ImageURL,Price,Rating,PageDirectionLink,carPassenger,carTransmission Type,carSpecification
Chevrolet Silverado,https://mediaim.expedia.com/cars/41/b47f7cff-2105-43e2-91bb-3d6362bddc12.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$122,4.05,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0lzaz7ofmQzyH3O-26mmZ7Jn6aT2VlBosW42293N21Kznzof2Jm-KXPRee2_8_kcI_yWGfy94z4UnlVi9N69g7Jo&dailyPriceShown=121.85&totalPriceShown=165.38&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Pickup Regular Cab
Audi A4,https://mediaim.expedia.com/cars/42/2a5b11fc-cc56-4cb8-8852-d245ceaf3a88.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$123,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomqc-xRJro2CHGwrxzMBXkk9OUaUmEcVG-kKiyzgjw96zR_Bi05IwcgZl_R_2mrrLs&dailyPriceShown=123.41&totalPriceShown=166.19&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
Chrysler 300,https://mediaim.expedia.com/cars/40/e6c384dd-0e1a-4d6b-9436-4f97c31f90bf.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$126,3.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonis-na5kpn5E97zr6u8eJXrXt1nii8JdWV6cmUkZvl39qDIHscDo9stMflirPE-rM&dailyPriceShown=125.94&totalPriceShown=166.23&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
BMW X5,https://mediaim.expedia.com/cars/39/10844b55-3cda-4a30-9658-200e45625a70.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$123,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l4ZpFNAkRXWXDb8ydpiTi-fwE6iI5RjQ8SsHikDVNi8vxJsSax10aZEy180cxpHWuThyk8e0T7NtMpgNxLJjO90&referenceTotalShown=170.0&dailyPriceShown=122.97&totalPriceShown=166.87&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,4,Automatic,Luxury Special Offer Car
NISSAN KICKS,https://mediaim.expedia.com/cars/40/5e9a70c8-c1b9-4ee9-a540-74ccc17170ca.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$127,3.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonis-na5kpn5E97zr6u8eJX_-lCJKldr_lFuwfH5thpetqDIHscDo9stMflirPE-rM&dailyPriceShown=126.63&totalPriceShown=167.14&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact SUV
Ford Edge,https://mediaim.expedia.com/cars/39/9c146601-883e-47e1-b70f-928792fd7bd3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$123,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolJtKbrElQYPcRHGz7r9y6pIpdo-G0dWqt9sgQld0O6wwHoiMR5n9T1jNwp2p3eRmQ&dailyPriceShown=123.3&totalPriceShown=167.31&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard SUV
Jeep Wrangler,https://mediaim.expedia.com/cars/15/518ff6af-93e2-4335-aab0-0ab499e9d5a7.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$125,4.65,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvome8VCCEUUjHEh6biwEUNiK-KhFvrZL8evi3Ncri9PUbawghfMp6sSsh2VrIP5S_xI&dailyPriceShown=125.36&totalPriceShown=168.77&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Open Air All-Terrain
Cadillac Xt5,https://mediaim.expedia.com/cars/15/0837dd50-f5ef-4d8b-91fb-d6c305c14a0e.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$128,4.65,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvome8VCCEUUjHEh6biwEUNiK0Oq0WRwQsUBZB1pJ104K5awghfMp6sSsh2VrIP5S_xI&dailyPriceShown=128.37&totalPriceShown=172.79&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.07&isCaliforniaUser=false,5,Automatic,Premium Elite SUV
Chrysler 300S,https://mediaim.expedia.com/cars/41/03407fad-a03d-49b5-8d93-fd5ecf5371d3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$128,4.05,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l9WAqwtZ0NuAP38UtePjL9ZFMTwM1v3kuz1uDA7KSla5m-EfJqZaeF5zKbJSKe5YECoV4bi_jriCEW0oGi46DMk&referenceTotalShown=177.0&dailyPriceShown=127.95&totalPriceShown=173.48&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
Ford Mustang,https://mediaim.expedia.com/cars/6/3380fcf8-48ba-4fa8-b4fa-ec7e2b2c6027.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$131,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonTQBTp-KHVk4GViHiGn2WHIM6LVZL-VBbhJ2LYUyzU9Ld6mxAOK_aPx4UqKC78CCI&dailyPriceShown=131.33&totalPriceShown=176.72&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,4,Automatic,Premium SportsCar
Ford Mustang,https://mediaim.expedia.com/cars/15/a67e32cb-89b1-4cce-8978-37b0b23e557b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$131,4.65,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvome8VCCEUUjHEh6biwEUNiKagkaIF8wQxDjwNya0jlGm982a1GuIdBYolNBjhWmI4I&dailyPriceShown=131.34&totalPriceShown=176.73&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,4,Automatic,Premium SportsCar
Chrysler 300S,https://mediaim.expedia.com/cars/41/03407fad-a03d-49b5-8d93-fd5ecf5371d3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$131,4.05,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0lzaz7ofmQzyH3O-26mmZ7JlFMTwM1v3kuz1uDA7KSla5T1mR0Xw77jMMyrPGSL9kUSWGfy94z4UnlVi9N69g7Jo&dailyPriceShown=130.56&totalPriceShown=176.96&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
Audi Q3,https://mediaim.expedia.com/cars/42/4d7af24d-3b1c-42e0-9df2-a6b6a8f0a4bc.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$132,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonPZjIcQvdZwqgOQHolInFhQ6IB4PtvtBJsy1Q2mbpJ9-auYruzrZ2RKCD1k45ByXQ&dailyPriceShown=132.16&totalPriceShown=177.82&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=159.74&isCaliforniaUser=false,5,Automatic,Standard Elite SUV
Jeep Wrangler,https://mediaim.expedia.com/cars/42/18314da1-efb1-4b9b-b154-339b1c7cd6ee.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$134,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonPZjIcQvdZwqgOQHolInFhIeQJZkW-DGnh41-FbRX67eauYruzrZ2RKCD1k45ByXQ&dailyPriceShown=134.32&totalPriceShown=180.69&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Open Air All-Terrain
TOYOTA TACOMA,https://mediaim.expedia.com/cars/35/5530f79a-8602-4f7b-8fb4-1209727e6cfb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$141,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomyhoBmkNT_0gH8sXuy858PSJSZy0DYP8IC2GTEf2QXr2mf96S7IvWJqKNZONqVEIY&dailyPriceShown=141.39&totalPriceShown=185.82&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard Pickup Regular Cab
Cadillac Xt5,https://mediaim.expedia.com/cars/42/cb6b8ca4-a5f7-48c9-9f45-51bd0fded1c6.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$138,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonPZjIcQvdZwqgOQHolInFhlp84UJ_7ZDIdHqchJ5Y99eauYruzrZ2RKCD1k45ByXQ&dailyPriceShown=138.41&totalPriceShown=186.13&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.07&isCaliforniaUser=false,5,Automatic,Premium Elite SUV
Toyota Corolla,https://mediaim.expedia.com/cars/35/c1718457-3d73-4c5b-8ac4-11a05bf42219.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$142,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomyhoBmkNT_0gH8sXuy858Pu0zRRjelwkTZC5LvkVSp9mmf96S7IvWJqKNZONqVEIY&dailyPriceShown=142.15&totalPriceShown=186.82&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Toyota Camry,https://mediaim.expedia.com/cars/35/dff8940b-ccf8-4232-b64b-2b54b0716864.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$143,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomyhoBmkNT_0gH8sXuy858P3gdO9V6r-0LoZGYRjAlW_Wmf96S7IvWJqKNZONqVEIY&dailyPriceShown=143.1&totalPriceShown=188.06&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Ford Mustang,https://mediaim.expedia.com/cars/42/ccdc7f91-b613-44c6-8cf7-075a0711ccf8.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$141,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonPZjIcQvdZwqgOQHolInFh2kz2R3-MNR1OU6e-sQmj6Yy_XRnmXmTQKaPdK1Nxw3Y&dailyPriceShown=141.43&totalPriceShown=190.14&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,4,Automatic,Premium SportsCar
Mustang Gt,https://mediaim.expedia.com/cars/69/be9fe51d-f844-4015-bee0-669318258f60.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$137,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoloCgugy9rZ-LeIXPrsp7dQk_RbeaHM9HUR7R0JH32ScVqvhgN97K-Nm9yQO7_g9co&referenceTotalShown=201.0&dailyPriceShown=137.12&totalPriceShown=191.51&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,4,Automatic,Special Convertible
Toyota Tundra,https://mediaim.expedia.com/cars/35/6651a63e-bece-4f38-88c1-d4bc324d55ed.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$146,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomyhoBmkNT_0gH8sXuy858P_palLDcerV6AiK5nNStOmWmf96S7IvWJqKNZONqVEIY&dailyPriceShown=146.33&totalPriceShown=192.29&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium Pickup Regular Cab
Toyota Corolla,https://mediaim.expedia.com/cars/35/1b8073e8-d405-47d5-a57c-18ba938b8b6b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$149,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomyhoBmkNT_0gH8sXuy858Peus3vUxr2UIKUrMQz8UtV2mf96S7IvWJqKNZONqVEIY&dailyPriceShown=148.64&totalPriceShown=195.3&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,4,Automatic,Compact SUV
TOYOTA TACOMA,https://mediaim.expedia.com/cars/35/5530f79a-8602-4f7b-8fb4-1209727e6cfb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$149,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomMzSLsezjwlrTvomJE7i7BSJSZy0DYP8IC2GTEf2QXr1VYbxpwLlxvmMv__fVNvgc&dailyPriceShown=148.82&totalPriceShown=195.53&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard Pickup Regular Cab
Mazda 2,https://mediaim.expedia.com/cars/1084/b1c5be49-2f4b-4c0e-bdee-aaf3675ff893.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$197,0.85,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l3yiedfLHkAy3PUdYDGKOLvkci-PlLIyKfaXuL9IvhwktXbO3b_ZT-UzM7OaoOFQLFc1Eh9S3eGuzWKlCexco1E&dailyPriceShown=196.56&totalPriceShown=196.56&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact
Toyota Corolla,https://mediaim.expedia.com/cars/35/c1718457-3d73-4c5b-8ac4-11a05bf42219.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$150,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomMzSLsezjwlrTvomJE7i7Bu0zRRjelwkTZC5LvkVSp9lVYbxpwLlxvmMv__fVNvgc&dailyPriceShown=149.63&totalPriceShown=196.6&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Toyota Camry,https://mediaim.expedia.com/cars/35/dff8940b-ccf8-4232-b64b-2b54b0716864.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$151,3.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomMzSLsezjwlrTvomJE7i7B3gdO9V6r-0LoZGYRjAlW_VVYbxpwLlxvmMv__fVNvgc&dailyPriceShown=150.64&totalPriceShown=197.91&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
